,categories_textform,short_name,price,sales_count
2953,nan,Bull Energy Drink,8.87,
2954,GROCERIES,Gillette Mach3,9.99,60.0
2955,PERSONAL CARE,Polident Overnight Whitening Cleanser Tablets,8.99,0.0
2956,nan,Caffeine-Free,25.0,
2957,GROCERIES,Oral-B Pro,22.99,47.0
2958,nan,Caffeine-Free,25.0,
2959,VITAMINS & SUPPLEMENTS,Centrum Multivitamin,21.99,0.0
2960,nan,Rc Cola Soda,18.2,
2961,nan,Lemon Lime Soda Pop,1.0,
2962,GROCERIES,Spice Deodorant Twin Pack,13.09,116.0
2963,nan,Kellogg,3.24,2.0
2964,nan,Nature,5.04,
2965,nan,Uncle Lee,23.04,
2966,PERSONAL CARE,Sensodyne Extra Whitening Sensitivity Toothpaste,8.49,84.0
2967,BEVERAGES,Diet,24.06,0.0
2968,GROCERIES,Sprite Lemon Lime Soda Soft Drink,1.96,0.0
2969,HEALTH CARE,Advil Pain Reliever,3.59,31.0
2970,nan,Polar Seltzer,2.94,
2971,nan,Flex Cap Laguna,39.89,
2972,GROCERIES,Oral-B Pro,22.99,47.0
2973,GROCERIES,Organic Cheddar Bunnies Crackers,5.49,4.0
2974,GROCERIES,Antiperspirant Deodorant,11.99,45.0
2975,nan,Restoring Body Wash,10.99,2.0
2976,nan,Diet Mountain Dew Citrus Soda Pop,3.33,
2977,nan,Sea Salt,5.49,
2978,nan,Measuring,7.19,
2979,GROCERIES,Clinical Strength Clear Gel,11.49,218.0
2980,GROCERIES,Swedish Fish Mini Soft,7.24,328.0
2981,BEVERAGES,Herbal Essences Sulfate-Free Honey,8.49,54.0
2982,nan,Trident Spearmint Rush Sugar Free Gum,5.49,
2983,COOKIES,Smartypants Prenatal,20.99,164.0
2984,nan,Entertainment Cracker,11.31,
2985,nan,Bodyarmor Sport Drink,1.24,
2986,DAIRY,Preparation H Rapid Relief Lidocaine Hemorrhoid Cream,37.99,113.0
2987,COOKIES,Parodontax Complete Gum Protection Toothpaste Mint,7.49,2.0
2988,nan,Essentia Bottled,14.99,
2989,GROCERIES,Crest Leave-On Teeth Whitening,66.99,74.0
2990,TVS & TV ACCESSORIES,Insignia Black Indoor Hdtv Antenna,19.99,0.0
2991,GROCERIES,Hemp Hearts,10.29,9.0
2992,nan,Pringles Potato Crisps Chips,1.74,
2993,nan,Pringles Potato Crisps Chips,2.24,
2994,nan,Cactus Cooler Orange Pineapple Soda Pop,20.78,
2995,BEVERAGES,Canada Dry Ginger Ale Soda,2.88,0.0
2996,nan,Bull Energy Drink,8.87,
2997,BEVERAGES,Calm Body Cream,12.79,4.0
2998,GROCERIES,Gillette Fusion5 Proglide Men,24.99,355.0
2999,nan,Zz Bloody Mary Mix,4.48,
3000,GROCERIES,Rapid,11.89,0.0
3001,COOKIES,Olay Ultimate Eye Cream,30.99,225.0
3002,HEALTH & MEDICINE,Advil Pm Pain Reliever,11.49,0.0
3003,CANNED GOODS,Progresso Soup,3.19,186.0
3004,GROCERIES,Febreze Odor-Eliminating Fade Defy,7.49,185.0
3005,nan,Purely Inspired Collagen Protein Powder,20.26,
3006,nan,Tahitian Gardenia,5.69,
3007,COOKIES,Fudgy Brownie Cookie Dough,5.99,8.0
3008,nan,Lemon Lime Soda Pop,1.0,
3009,nan,Mountain Dew Citrus Soda Pop,10.18,
3010,PERSONAL CARE,Poligrip Zinc Free Original Denture Adhesive Cream,6.49,0.0
3011,nan,Whole Garlic,5.99,
3012,nan,Barq,6.18,
3013,BEVERAGES,Sparkling Ice Sparkling,1.49,39.0
3014,DELI,Crest Pro-Health Intense Mouthwash,5.29,73.0
3015,BACK2SCHOOL,Smartypants Kids,14.99,73.0
3016,PAPER PRODUCTS,Samsung Phantom Silver Galaxy Buds Pro True Wireless Earbud Headphones,175.98,34.0
3017,nan,Kellogg,3.24,2.0
3018,COOKIES,Deodorant,8.49,45.0
3019,nan,Rc Cola Soda,18.2,
3020,nan,Acne,8.49,
3021,nan,Diet,2.88,
3022,nan,Bull Energy Drink,8.87,
3023,BEVERAGES,Tampax Pearl,10.99,116.0
3024,GROCERIES,Hemp Hearts,10.29,9.0
3025,GROCERIES,Febreze Odor-Eliminating Fade Defy,7.49,185.0
3026,DAIRY & EGGS,Organic Whole Milk,3.99,82.0
3027,GROCERIES,Excedrin Migraine Caplets,15.99,113.0
3028,GROCERIES,Chili Garlic Hot Sauce,3.19,3.0
3029,GROCERIES,Spice Invisible,7.99,41.0
3030,CANNED GOODS,Progresso Soup,3.19,186.0
3031,GROCERIES,Trident Spearmint Sugar Free Gum,3.49,0.0
3032,BEVERAGES,Logitech Mk550 Black Wireless Wave Keyboard,64.98,1.0
3033,nan,Diet,2.88,
3034,FROZEN FOOD,Eggo Frozen Waffles,3.54,1527.0
3035,nan,Pepsi Cola,10.18,
3036,HEALTH CARE,Vaseline Petroleum Jelly Original,5.29,24.0
3037,GROCERIES,Febreze Odor-Eliminating,4.49,150.0
3038,nan,Diet Pepsi Cola Soda Pop,10.18,
3039,nan,Glow Baby Eye Bright Cream,13.59,
3040,DAIRY,Organic Facial Cleansing,12.09,1.0
3041,HEALTH & MEDICINE,Claritin,19.99,0.0
3042,nan,Topo Chico Sparkling,10.58,
3043,GROCERIES,Spice Invisible,7.99,39.0
3044,nan,Dove Body Wash,14.99,
3045,nan,Pringles Potato Crisps Chips,2.24,
3046,HEALTH CARE,Advil Pm Pain Reliever,5.09,0.0
3047,nan,Organic Lavender Echinacea Hand Sanitizing Spray,3.79,
3048,BEVERAGES,Tampax Pearl,10.99,116.0
3049,nan,Diet Canada Dry Tonic,1.58,
3050,PERSONAL CARE & PHARMACY,Deodorant,8.49,111.0
3051,PERSONAL CARE,Tom,5.99,0.0
3052,COOKIES,Organic Dark Roasted Creamy Peanut Butter,5.99,5.0
3053,BREAD & BAKERY,Seed Butter Pouch,1.49,4.0
3054,nan,Sensodyne Pronamel,8.49,
3055,GROCERIES,Rapid,11.89,0.0
3056,nan,Astro Gaming Headset,55.98,
3057,PERSONAL CARE & PHARMACY,Olay,27.99,137.0
3058,nan,Sunkist Zero Sugar Orange Soda,2.88,
3059,BEVERAGES,Indian Coconut,13.59,2.0
3060,SNACKS & CANDY,Pringles Potato Crisps Chips,1.74,466.0
3061,PERSONAL CARE,Colgate Toothpaste,3.0,36.0
3062,GROCERIES,Maxi Extra,12.79,57.0
3063,DAIRY,Deluxe Shells,3.49,2.0
3064,nan,Coca-Cola Vanilla Soda Soft Drink,14.99,
3065,GROCERIES,Trident Original Sugar Free Gum,3.49,55.0
3066,GROCERIES,Netgear Ac1900 Nighthawk Smart Wi Fi Router,135.98,37.0
3067,HOUSEHOLD,Swiffer Wet Mopping Cloths,5.99,65.0
3068,nan,Tkpro Shale Black,34.19,
3069,GROCERIES,Sunkist Orange Soda,3.98,0.0
3070,BEVERAGES,Canada Dry Ginger Ale Soda,2.88,0.0
3071,GROCERIES,Colgate Toothpaste,3.0,57.0
3072,nan,Pringles Potato Crisps Chips,1.74,
3073,nan,Bodyarmor Sport Drink,1.24,
3074,nan,Bull Energy Drink,8.87,
3075,CONDIMENTS,Jalapeno Eat,7.69,1.0
3076,nan,Ghee Clarified Butter,12.49,2.0
3077,nan,Sunkist Orange Soda Pop,46.43,
3078,CAMERAS,Digipower Silver Streamer Video,45.98,0.0
3079,DAIRY,Pringles Potato Crisps Chips,1.74,33.0
3080,nan,Olay Moisture Outlast,7.99,
3081,nan,Muscle Milk Genuine Protein Shake,6.98,
3082,BABY ITEMS,Preparation H Hemorrhoid Relief Suppositories,12.79,245.0
3083,nan,Jumex,21.95,
3084,GROCERIES,Dawn Platinum Dishwashing Liquid Dish Soap,4.99,41.0
3085,GROCERIES,Razer Mamba Elite Gaming,65.98,40.0
3086,DAIRY,Yokids,3.99,3.0
3087,BABY ITEMS,Olay Anti-Aging Face Moisturizer,27.99,139.0
3088,BREAKFAST,Honey Bunches,3.89,1900.0
3089,nan,Gerber,2.34,
3090,nan,Bull Energy Drink,8.87,
3091,BEVERAGES,Propel Electrolyte,1.0,320.0
3092,GROCERIES,Crest Whitening Therapy Charcoal Deep Clean Fluoride Toothpaste,6.99,328.0
3093,nan,Polar Seltzer,2.94,
3094,HEALTH CARE,Advil Pain Reliever,10.99,31.0
3095,nan,Diet,2.88,
3096,nan,Dove Body Wash,14.99,
3097,PERSONAL CARE,Spice Aluminum Free Body Spray,8.49,70.0
3098,BEAUTY,Sensodyne Pronamel,14.99,0.0
3099,nan,Gerber,2.34,
3100,nan,Morning,6.34,12.0
3101,BEVERAGES,Tampax Pearl,10.99,116.0
3102,,Eggo Frozen Waffles,8.79,
3103,nan,Excedrin Extra Strength Headache Relief Caplets,3.79,
3104,nan,Advil Coated Caplets,13.29,
3105,nan,Preparation H Cooling Spray,9.99,
3106,nan,Speck Black Black White Presidio2 Grip Case,24.98,
3107,nan,Sunkist Zero Sugar Orange Soda,2.88,
3108,nan,Coffee Dark Roast Ground Coffee,11.03,
3109,nan,Kellogg,3.54,40.0
3110,GROCERIES,Trident,3.49,11.0
3111,nan,Centrum Multivitamin,22.99,
3112,nan,Uncle Lee,23.04,
3113,DAIRY,Calcium Magnesium,13.09,6.0
3114,PERSONAL CARE & PHARMACY,Olay,27.99,137.0
3115,COOKIES,Smartypants Prenatal,20.99,164.0
3116,nan,Cheez-It Cheese Crackers,6.34,
3117,nan,Propel Watermelon,1.0,
3118,BEVERAGES,Organic Latte Chai,3.79,1.0
3119,nan,Diet Dr Pepper Soda,12.94,
3120,nan,Organic,4.99,
3121,GROCERIES,Maxi Extra,12.79,57.0
3122,GROCERIES,Trident Spearmint Sugar Free Gum,3.49,0.0
3123,nan,Apple Cider,4.99,
3124,BABY ITEMS,Sensodyne Sensitive Repair Protect Whiten Toothpaste,6.49,0.0
3125,COOKIES,Pringles Potato Crisps Chips,1.74,89.0
3126,HEALTH CARE,Advil Pain Reliever,10.99,31.0
3127,PERSONAL CARE,Sensodyne Extra Whitening Sensitive Toothpaste,13.89,0.0
3128,nan,Organic Rosemary Balsamic Dressing,2.69,
3129,,Eggo Frozen Waffles,8.79,
3130,nan,Pringles Potato Crisps Chips,1.74,11.0
3131,nan,Advil Coated Caplets,13.29,
3132,SEXUAL WELLNESS,Nature,10.19,0.0
3133,PERSONAL CARE,Sensodyne Extra Whitening Sensitivity Toothpaste,7.29,84.0
3134,nan,Sensodyne Pronamel Gentle Whitening Enamel Toothpaste,7.29,
3135,DAIRY,Coconut Oil,7.89,6.0
3136,nan,Dried Cacao,5.99,
3137,COOKIES,Organic Freeze Dried Chocolate Bananas,3.99,1.0
3138,BEVERAGES,Lavender Body Lotion,11.79,4.0
3139,nan,Pringles Potato Crisps Chips,1.74,
3140,nan,Propel Watermelon,1.0,
3141,nan,Polident,8.99,
3142,PERSONAL CARE,Sensodyne Extra Whitening Sensitivity Toothpaste,7.29,84.0
3143,nan,Jumex,21.95,
3144,BEVERAGES,Oral-B Glide Pro-Health Cool Mint Dental Floss,9.49,442.0
3145,nan,Polar Beverages,0.98,
3146,BABY ITEMS,Lavender Moisturizing Body Wash,10.99,9.0
3147,GROCERIES,Spice Invisible,7.99,41.0
3148,nan,Softheat,31.49,
3149,BABY ITEMS,Sensodyne Sensitive Repair Protect Whiten Toothpaste,6.49,0.0
3150,COOKIES,Apricot-Filled Mamoul Cookies,4.49,1.0
3151,GROCERIES,Oral-B Pro,22.99,47.0
3152,BAKING ESSENTIALS,Truvia Cane Sugar Blend,8.64,0.0
3153,HEALTH & MEDICINE,Advil Pm Pain Reliever,10.39,0.0
3154,BABY ITEMS,Olay Lotion Moisturizer,9.99,164.0
3155,,Eggo Frozen Waffles,3.64,
3156,nan,Align Advanced Prebiotic Supplement,26.99,
3157,DAIRY,Orgain Organic,20.99,94.0
3158,nan,Bull Energy Drink,8.87,
3159,GRAINS,Homemade Farfalle,2.49,8.0
3160,GROCERIES,Spice Invisible,7.99,41.0
3161,BREAD & BAKERY,Kellogg,4.74,121.0
3162,GROCERIES,Nervive,24.49,144.0
3163,BABY ITEMS,Smoked Baby Clams,3.99,2.0
3164,BREAD & BAKERY,Vegan Original Pound Cake,6.39,1.0
3165,nan,Rc Cola Soda,18.2,
3166,VITAMINS & SUPPLEMENTS,Centrum Multivitamin,9.99,0.0
3167,COOKIES,Sea Salt,2.19,1.0
3168,nan,Sensodyne Pronamel Gentle Whitening Enamel Toothpaste,7.29,
3169,GROCERIES,Tom,5.99,7.0
3170,BEVERAGES,Dunkin,10.89,2011.0
3171,GROCERIES,Crest Leave-On Teeth Whitening,66.99,74.0
3172,GROCERIES,Gillette Proglide Shield Men,25.99,247.0
3173,nan,Pringles Potato Crisps Chips,1.74,
3174,PERSONAL CARE & PHARMACY,Deodorant,8.49,111.0
3175,VITAMINS & SUPPLEMENTS,Centrum Multivitamin,9.99,0.0
3176,,Eggo Frozen Waffles,3.64,
3177,GROCERIES,Olay Regenerist Micro-Sculpting Serum,37.99,9.0
3178,GROCERIES,Canada Dry Cranberry Ginger Ale,1.89,250.0
3179,GROCERIES,Vintage Seltzer,0.75,414.0
3180,FROZEN FOOD,Eggo Frozen,3.54,55.0
3181,HEALTH CARE,Advil Pm Pain Reliever,12.79,0.0
3182,nan,Pringles Potato Crisps Chips,1.74,
3183,nan,Pringles Potato Crisps Chips,2.24,
3184,nan,Olay Vitamin,7.49,
3185,nan,Excedrin Migraine Pain Relief Caplets,3.69,
3186,BEVERAGES,Body Wash,10.99,30.0
3187,PERSONAL CARE,Orgain Clean Protein Chocolate Shake,27.33,0.0
3188,nan,Pringles Potato Crisps Chips,1.74,
3189,nan,Kellogg,4.44,
3190,nan,Kellogg,3.34,
3191,BABY ITEMS,Lavender Shea Bubble Bath,10.19,32.0
3192,GROCERIES,Clinical Strength Clear Gel,11.49,218.0
3193,nan,Polident,8.99,
3194,BEVERAGES,Folgers Coffee,15.49,1779.0
3195,PERSONAL CARE,Spice Aluminum Free Deodorant,7.99,0.0
3196,,Tru,2.44,
3197,,Cheez-It Cheese Crackers,6.34,
3198,DAIRY,Ben,6.01,387.0
3199,nan,Softheat,31.49,
3200,HEALTH & MEDICINE,Advil Pm Pain Reliever,11.49,0.0
3201,GROCERIES,Gillette Mach3,9.99,60.0
3202,COOKIES,Orgain Organic,19.59,114.0
3203,nan,Rc Cola Soda,18.2,
3204,BABY ITEMS,Fixodent Denture Adhesive Powder,7.99,77.0
3205,nan,Olay Vitamin,11.99,
3206,nan,Muscle Milk Genuine Protein Shake,6.98,
3207,DAIRY,Olay,27.99,110.0
3208,GROCERIES,Clinical Strength Clear Gel,11.49,218.0
3209,SNACKS & CANDY,Pringles Potato Crisps Chips,1.74,466.0
3210,nan,Organic Simple Powder,29.59,
3211,nan,Rockstar Punched,5.28,
3212,nan,Bodyarmor Sport Drink,1.24,
3213,nan,7Up Cherry,18.75,
3214,GROCERIES,Febreze Odor-Eliminating,4.49,150.0
3215,GROCERIES,Spice Aqua Reef Scent Deodorant,7.99,188.0
3216,nan,Lemon Lime Soda Pop,1.0,
3217,GROCERIES,Febreze Odor-Eliminating Fade Defy,7.49,268.0
3218,nan,Lipton Diet,18.96,
3219,FROZEN FOOD,Eggo Frozen Waffles,3.54,774.0
3220,nan,Pringles Potato Crisps Chips,2.24,
3221,nan,7Up Cherry,18.75,
3222,FROZEN FOOD,Eggo Frozen,3.54,55.0
3223,nan,Mountain Dew Citrus Soda Pop,3.33,
3224,DAIRY,Calcium Magnesium,13.09,6.0
3225,nan,Nature,5.04,
3226,nan,Polident,8.99,
3227,nan,Polar Seltzer,2.94,
3228,HEALTH CARE,Advil Pain Reliever,3.59,31.0
3229,DAIRY,Olay,27.99,110.0
3230,nan,Spice Hardest Working Collection Anti-Perspirant Deodorant,7.99,
3231,nan,Bodyarmor Sport Drink,1.24,
3232,SNACKS & CANDY,Pringles Potato Crisps Chips,1.74,466.0
3233,nan,Diet Dr Pepper Soda,10.18,
3234,GROCERIES,Oral-B Pro,22.99,47.0
3235,nan,Organic,3.99,
3236,nan,Flavored Sparkling,21.99,
3237,PERSONAL CARE,Ultra Thin Pads Unscented Size,9.99,237.0
3238,nan,Mountain Dew Zero Sugar Citrus Soda Pop,4.98,
3239,BABY ITEMS,Olay Lotion Moisturizer,11.99,118.0
3240,GRAINS,Roasted Garlic Achaar Relish,8.19,2.0
3241,GROCERIES,Olay Retinol,34.99,10.0
3242,GROCERIES,Spice Invisible,7.99,39.0
3243,COOKIES,Pringles Potato Crisps Chips,1.74,89.0
3244,GROCERIES,Olay Retinol,34.99,10.0
3245,BEVERAGES,Herbal Essences Sulfate-Free Honey,8.49,54.0
3246,GROCERIES,Excedrin Migraine Caplets,15.99,113.0
3247,BEVERAGES,Herbal Essences Sulfate-Free Honey,8.49,54.0
3248,GROCERIES,Olay,10.49,44.0
3249,HEALTH CARE,Advil Pain Reliever,3.59,31.0
3250,HOUSEHOLD,Febreze Odor-Eliminating,4.49,84.0
3251,FROZEN FOOD,Eggo Thick,4.54,872.0
3252,nan,Pringles Potato Crisps Chips,2.24,
3253,nan,Lemon Hand Sanitizer Wipes,3.19,
3254,nan,Purely Inspired Collagen Protein Powder,20.26,
3255,nan,Rockstar Punched,5.28,
3256,nan,Zz Bloody Mary Mix,4.48,
3257,GROCERIES,Trident Sugar Free Gum,3.49,12.0
3258,GROCERIES,Excedrin Migraine Caplets,15.99,113.0
3259,HEALTH & MEDICINE,Vicks Pure Zzzs De-Stress,19.99,1.0
3260,DAIRY,Pringles Potato Crisps Chips,1.74,33.0
3261,SNACKS & CANDY,Pringles Potato Crisps Chips,1.74,466.0
3262,nan,Mello Yello Citrus Flavored Soda Soft Drinks,26.39,
3263,COLD & ALLERGY ESSENTIALS,Advil Coated Tablets Pain Ibuprofen,9.39,0.0
3264,nan,Dr Pepper Soda,10.18,
3265,nan,Propel Watermelon Flavored Enhanced,5.98,
3266,PERSONAL CARE,Spice Aluminum Free Deodorant,7.99,0.0
3267,GROCERIES,Gillette Proglide Shield Men,25.99,247.0
3268,DAIRY,Prebiotic Milk Cleanser,18.19,2.0
3269,GROCERIES,Clear Gel Antiperspirant Deodorant,8.49,1.0
3270,nan,Kind Bars,10.79,
3271,BEVERAGES,Tea Tree Fennel Toothpaste,5.29,26.0
3272,BEVERAGES,Otterbox Black Defender Pro,41.98,37.0
3273,nan,Diet Dr Pepper Soda,12.94,
3274,BABY ITEMS,Olay Anti-Aging Face Moisturizer,27.99,139.0
3275,nan,Kellogg,3.24,2.0
3276,GROCERIES,Olay Micro-Exfoliating Wet Cleansing Cloths,13.49,11.0
3277,nan,Diet Dr Pepper Soda,10.18,
3278,nan,Caffeine-Free,48.63,
3279,nan,Larabar,7.29,
3280,nan,Squirt Caffeine-Free Soda,11.34,
3281,nan,Cleansing,13.59,
3282,nan,Margherita,7.29,
3283,COOKIES,Nordic Omega,30.09,4.0
3284,GROCERIES,Oral-B Bacteria Blast Manual Toothbrush,2.49,264.0
3285,PET CARE,Sensodyne Pronamel Intensive Repair Sensitivity Toothpaste,8.49,0.0
3286,COOKIES,Nature,4.14,211.0
3287,HEALTH CARE,Advil Pain Reliever,3.59,31.0
3288,SEXUAL WELLNESS,Nature,10.99,0.0
3289,DAIRY,Cheez-It Cheese Crackers,2.54,894.0
3290,nan,Rc Cola Soda,18.2,
3291,BEVERAGES,Canada Dry Ginger Ale Soda,2.88,0.0
3292,SEXUAL WELLNESS,Nature,10.99,0.0
3293,nan,Sunkist Zero Sugar Orange Soda,15.4,
3294,GROCERIES,Dragon,5.99,1.0
3295,nan,Kellogg,5.24,27.0
3296,nan,Shout,14.99,
3297,GROCERIES,Oral-B Pro,22.99,47.0
3298,nan,Spray Cran- Grape Juice Drink,4.32,
3299,BEVERAGES,Organic Latte Chai,3.79,1.0
3300,HOUSEHOLD,Febreze,3.49,147.0
3301,nan,Excedrin Migraine Pain Relief Caplets,3.69,
3302,nan,Coffee Dark Roast Ground Coffee,11.03,
3303,GROCERIES,Electronic,19.99,43.0
3304,BREAD & BAKERY,Olay Deep Hydrating Eye Gel,30.99,3.0
3305,nan,Diet Dr Pepper Soda,10.18,
3306,nan,Hemp Infused Tiger,8.49,
3307,nan,Pringles Potato Crisps Chips,1.74,
3308,GROCERIES,Biryani,4.49,5.0
3309,GROCERIES,Sprite Lemon Lime Soda Soft Drink,1.96,0.0
3310,BAKING ESSENTIALS,Truvia,8.04,2.0
3311,GROCERIES,Gillette Mach3,9.99,60.0
3312,nan,Zero Sugar Lemon Lime Soda,2.88,
3313,nan,Pringles Potato Crisps Chips,2.24,
3314,nan,Spray Cran- Grape Juice Drink,4.32,
3315,nan,Kellogg,3.24,2.0
3316,nan,Pringles Potato Crisps Chips,1.74,
3317,nan,Organic Oyster Flavored Sauce,8.39,
3318,nan,Caffeine-Free,48.63,
3319,HEALTH CARE,Preparation H Hemorrhoid Cooling Gel Tube,12.49,80.0
3320,nan,Kellogg,5.24,27.0
3321,DAIRY,Olay Firming Cream,7.49,131.0
3322,nan,7Up Cherry,18.75,
3323,COOKIES,Organic Chocolate Chip Macaroons,4.99,1.0
3324,GROCERIES,Gillette Fusion5 Proglide Men,24.99,355.0
3325,nan,Staedtler,13.29,
3326,GROCERIES,Olay,10.49,44.0
3327,nan,Purely Inspired Collagen Protein Powder,20.26,
3328,nan,Astro Gaming Headset,55.98,
3329,HEALTH CARE,Advil Pm Pain Reliever,5.09,0.0
3330,BREAD & BAKERY,Oat Bites,4.29,1.0
3331,BEVERAGES,Shea Passionfruit Body Wash,10.99,35.0
3332,nan,Preparation H Multi Symptom Hemorrhoid Cream Tube,12.49,
3333,COOKIES,Fixodent Complete Original Denture Adhesive Cream,10.49,312.0
3334,nan,Dr Pepper Soda,10.18,
3335,GROCERIES,Gillette Skinguard Men,22.99,129.0
3336,GROCERIES,Gillette Proglide Shield Men,25.99,247.0
3337,GROCERIES,Crest Whitening Therapy Charcoal Deep Clean Fluoride Toothpaste,6.99,328.0
3338,PERSONAL CARE & HEALTH,Maxi Pads Regular,5.39,2.0
3339,BEVERAGES,Oral-B Glide Pro-Health Cool Mint Dental Floss,9.49,442.0
3340,GROCERIES,Trident Sugar Free Gum,3.49,12.0
3341,nan,Nature,5.04,
3342,nan,Zero Sugar Root Beer Soda,2.88,
3343,GROCERIES,Aloe Vera Gel Tube,4.49,6.0
3344,nan,Dunkin Original Blend Whole Bean Coffee,13.92,
3345,nan,Pepsi Cola,10.18,
3346,nan,Kellogg,3.54,
3347,PANTRY,Cinnamon Toast,5.99,47.0
3348,nan,Essentia Bottled,14.99,
3349,CAMERAS,Digipower Silver Streamer Video,45.98,0.0
3350,MEAT & SEAFOOD,Bone,12.99,1.0
3351,GROCERIES,Lemon Hand Sanitizer Spray,2.49,4.0
3352,nan,Pure,14.71,
3353,COLD & ALLERGY ESSENTIALS,Advil Coated Tablets Pain Ibuprofen,9.39,0.0
3354,GROCERIES,Olay Micro-Sculpting Cream,36.99,371.0
3355,GROCERIES,Trident Spearmint Sugar Free Gum,3.49,0.0
3356,nan,Excedrin Migraine Pain Relief Caplets,3.69,
3357,HEALTH & MEDICINE,Vicks Pure Zzzs De-Stress,19.99,1.0
3358,nan,Align Advanced Prebiotic Supplement,26.99,
3359,nan,Bull Energy Drink,8.87,
3360,GROCERIES,Great Range,10.99,0.0
3361,nan,Lipton Lemon Iced Tea,18.75,
3362,GROCERIES,Trident Spearmint Sugar Free Gum,3.49,0.0
3363,GROCERIES,Tom,5.99,7.0
3364,GROCERIES,Chocolate Chip Cookie Dough Ice Cream,6.99,9.0
3365,GROCERIES,Invisible,7.99,251.0
3366,GROCERIES,Antiperspirant Deodorant,11.99,45.0
3367,GROCERIES,Olay Retinol,34.99,10.0
3368,BEAUTY,Sensodyne Pronamel,14.99,0.0
3369,COOKIES,Oat Bars Peanut Butter Chocolate Chip,2.29,2.0
3370,COLD & ALLERGY ESSENTIALS,Advil Coated Tablets Pain Ibuprofen,9.39,0.0
3371,PERSONAL CARE & PHARMACY,Deodorant,8.49,111.0
3372,COOKIES,Pringles Potato Crisps Chips,1.74,89.0
3373,GROCERIES,Febreze Odor-Eliminating,4.49,150.0
3374,nan,Diet Dr Pepper Soda,12.94,
3375,nan,Advil Coated Caplets,5.99,
3376,TOYS,Sega Puyo Puyo Tetris,30.98,1.0
3377,BEVERAGES,Samsung Galaxy Buds Live True Wireless Earbud Headphones,115.98,36.0
3378,BEVERAGES,Organic Anti Bug Shake,10.79,1.0
3379,nan,Vitamin E,7.09,
3380,GROCERIES,Excedrin Migraine Caplets,15.99,113.0
3381,nan,Mountain Dew Zero Sugar Citrus Soda Pop,4.98,
3382,CONDIMENTS,Classic Balsamic Glaze,5.99,11.0
3383,nan,Sunkist Orange Soda Pop,1.0,
3384,nan,Roasted Garlic,3.99,
3385,GROCERIES,Swedish Fish Mini Soft,7.24,328.0
3386,DAIRY & EGGS,Califia Farms Oatmilk Original,5.49,153.0
3387,GROCERIES,Sandalwood,10.79,4.0
3388,nan,Brown Sugar Honeycomb Frozen Dessert Bars,6.99,
3389,DAIRY,Pasture-Raised Alfresco Eggs,5.99,4.0
3390,GROCERIES,Sprite Lemon Lime Soda Soft Drink,1.96,0.0
3391,nan,Coca-Cola Vanilla Soda Soft Drink,14.99,
3392,HEALTH CARE,Advil Pain Reliever,10.99,31.0
3393,BEVERAGES,Pny Black,65.98,33.0
3394,GROCERIES,Gillette Skinguard Men,22.99,129.0
3395,FROZEN FOOD,Eggo Frozen Waffles,3.54,1527.0
3396,nan,Lipton Lemon Iced Tea,18.75,
3397,nan,Align Advanced Prebiotic Supplement,26.99,
3398,nan,Ufc,13.99,
3399,nan,Bull Energy Drink,8.87,
3400,nan,Centrum Multivitamin,22.99,
3401,nan,Poligrip Comfort Seal Denture Adhesive Strips,6.79,
3402,HEALTH & MEDICINE,Vicks Zzzquil Pure Zzzs Sleep,16.99,2.0
3403,BREAD & BAKERY,Olay Deep Hydrating Eye Gel,30.99,3.0
3404,BAKING ESSENTIALS,Truvia Organic Zero-Calorie Liquid Stevia Sweetener,4.44,0.0
3405,nan,Cream Soda,18.2,
3406,PERSONAL CARE,Sensodyne Extra Whitening Sensitive Toothpaste,13.89,0.0
3407,nan,Pringles Potato Crisps Chips,1.74,
3408,COOKIES,Parodontax Complete Gum Protection Toothpaste Mint,7.49,2.0
3409,nan,Orgain Grass Fed Hydrolyzed Collagen Peptides Protein Powder,23.19,10.0
3410,GROCERIES,Febreze Odor-Eliminating Fade Defy,7.49,185.0
3411,CONDIMENTS,Manuka Honey Marfura,11.49,28.0
3412,GROCERIES,Trident Spearmint Sugar Free Gum,3.49,0.0
3413,nan,Kellogg,4.99,
3414,nan,Pringles Potato Crisps Chips,1.74,11.0
3415,GROCERIES,Spice Invisible,7.99,41.0
3416,nan,Pringles Potato Crisps Chips,1.74,
3417,GROCERIES,Dawn Platinum Dishwashing Liquid Dish Soap,4.99,41.0
3418,nan,Cytosport Muscle Milk Protein Shake,6.29,
3419,nan,Align Advanced Prebiotic Supplement,26.99,
3420,GROCERIES,Larabar Lemon,14.39,59.0
3421,nan,Kellogg,4.99,
3422,nan,Pringles Potato Crisps Chips,1.74,
3423,GROCERIES,Radiant Extra,11.99,89.0
3424,nan,Kellogg,4.99,
3425,nan,Ubisoft Tom Clancy Rainbow,35.98,
3426,BEVERAGES,Olay Deep Hydration Serum,35.99,137.0
3427,GROCERIES,Kellogg,3.54,
3428,GROCERIES,Spice,6.99,72.0
3429,PERSONAL CARE,Gillette Proglide Chill Men,44.99,40.0
3430,nan,Lemon Lime Soda Pop,1.0,
3431,DAIRY,Corsair Black Vengeance Lpx,70.98,34.0
3432,BABY ITEMS,Sensodyne Sensitive Repair Protect Whiten Toothpaste,6.49,0.0
3433,HEALTH & MEDICINE,Advil Pm Pain Reliever,10.39,0.0
